A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
3066.0,-2.047512084,1.879066889,-0.33509755,-1.001776752,2.148500584,-0.776159969,-6.739692961,good
3067.0,-1.161463499,1.581072687,-2.399866961,-0.236107018,1.886987636,0.749778458,-0.218830741,good
3068.0,-0.596943568,0.639459126,-1.796178731,3.424765623,-3.508610535,2.713475925,-3.609172995,bad
3069.0,0.289840724,-0.878965453,-1.331783309,1.23331723,0.060414184,-1.07908913,-0.445254562,good
3070.0,0.521994252,-1.341202051,0.519271813,0.990422315,0.476561833,1.259996078,-0.266609261,good
3071.0,-1.983642758,-1.919871029,2.84158753,3.112618967,2.671911589,-1.180545399,-0.049403327,good
3072.0,-3.661675996,-2.632582104,0.828811414,0.650855084,0.22177183,0.742026979,3.374035449,bad
3073.0,-2.070346464,-0.766355032,-0.600152498,2.437270305,-1.588421687,3.035092258,-0.680335038,bad
3074.0,-2.286438343,0.771862397,-1.11308864,1.154396271,-2.83075368,-0.429298021,0.170322177,bad
3075.0,-1.942924689,-2.666441058,0.551535064,0.272452441,-2.045806745,-1.015649935,-4.813463009,bad
3076.0,0.958807625,0.819666386,2.057364781,1.309622072,1.10977036,-4.185342731,1.18419642,bad
3077.0,0.803418102,-3.281815627,0.066551746,2.495147609,-1.134919456,-1.463504103,-3.391955806,bad
3078.0,-1.927952515,-1.922812456,-1.340799217,0.906174505,0.218052573,3.002820256,0.138371781,bad
3079.0,-4.073217342,0.551511458,0.890096776,-1.068701142,-0.272273438,1.138363055,-2.362080615,good
3080.0,-5.087387322,5.014002108,-1.652091426,-1.025454684,1.460313584,-1.994075663,-2.813449028,good
3081.0,-0.757483893,-0.507885205,0.783895628,2.256950858,2.869462342,-0.223499738,-0.417913889,good
3082.0,-3.10556776,-1.617733229,2.835577172,0.695110044,0.553499934,1.210884412,1.527393697,good
3083.0,0.002626953,-1.048111588,-2.290952504,-0.232486653,2.029042557,2.401858963,-2.469547062,bad
3084.0,-1.039616871,-0.016362065,-4.101306009,0.672189527,-2.140563079,2.316941986,-1.013110289,bad
3085.0,0.121631565,-1.409666314,-0.963377298,3.24064396,2.009878317,2.185753268,3.174687485,good
3086.0,-2.886912255,-0.162562134,0.932929631,0.282211535,0.938408376,0.523649736,-2.546855975,good
3087.0,0.692815147,-1.010217191,-1.028903899,-0.207085587,2.745577823,-1.007532081,2.148164161,good
3088.0,-2.860698973,-3.35504959,-1.311302319,1.296602473,-1.822590247,2.372048339,-3.788166932,bad
3089.0,0.372768624,-0.962674331,-1.330979911,2.207378482,1.042015457,1.628122033,-0.069598119,good
3090.0,-1.816202449,-4.419484591,1.372594536,-1.497221493,-1.301357488,1.843783417,-5.537818992,bad
3091.0,0.995426711,-0.578828631,0.491468249,2.212457392,0.337693482,-2.324298549,0.7209638,good
3092.0,-1.800434264,-0.667054642,0.052993013,-0.444912137,2.939810082,-1.616973843,3.84744379,bad
3093.0,-2.973739133,-3.093763298,-1.592586672,-0.008897943,3.499584625,5.396966334,-1.838594058,bad
3094.0,-1.226854737,-1.013974802,-0.114840344,0.601327334,1.495976746,0.855767038,1.735372229,bad
3095.0,-1.053627133,0.168310928,0.1088945,2.525974969,-2.108336917,0.131820141,1.239641077,bad
3096.0,-1.281038736,-1.821401873,0.754640169,1.652782439,-2.685340276,0.161968913,-0.522776192,bad
3097.0,1.280475047,-2.673699578,-4.980916322,-0.195563979,0.488366477,4.524214896,-3.762212148,bad
3098.0,-3.01390467,-1.12444601,0.989252648,2.699941784,1.713396163,-0.321091532,0.623971295,good
3099.0,0.15635328,0.425773797,0.141581213,1.075482472,1.56633572,-1.886997052,1.403469653,bad
3100.0,1.227609491,-3.674724762,1.309667169,3.549786817,1.851212567,1.417438614,0.695032573,good
3101.0,0.45165868,-1.313035383,-2.434208197,0.071708563,-0.890501657,0.113731169,-0.232190647,bad
3102.0,-0.743778598,-1.353542617,-1.838637259,0.988648302,-2.193773045,0.05715575,-2.831125855,bad
3103.0,-2.822616736,0.375348605,-0.26998543,3.01385744,-2.198989531,2.905699549,-1.016811874,bad
3104.0,-1.704699162,-1.73050323,-0.830481119,-0.315856763,0.719482353,4.35595832,-0.64743073,bad
3105.0,0.000814048,-1.062661381,-2.073396676,0.640931742,1.519447774,0.989351163,0.255524047,bad
3106.0,-0.124659043,-0.887231349,-1.626181345,1.3629989,-0.275989211,-1.051163227,-0.06847672,good
3107.0,-3.001232904,-2.172604901,-0.147178811,1.175183417,0.020233193,2.822543498,1.122215319,bad
3108.0,-1.580284349,-1.469831421,-2.009756274,1.441788998,-0.025480273,2.612828238,0.159467205,bad
3109.0,3.348147905,-0.676277097,-0.163897447,2.992265196,1.339167848,-1.562932923,1.284231392,good
3110.0,2.157159158,-0.069392549,-1.765814088,1.729873818,-0.970323911,0.581459795,3.062536423,good
3111.0,-3.159531177,0.721315202,0.529383871,0.860118686,2.131377369,-1.284000864,-2.211441171,good
3112.0,-2.4241362,-2.414256283,-1.465238605,1.382509359,2.574106364,3.466150929,1.105971772,bad
3113.0,-1.993757282,0.889680141,0.057289768,0.898262727,0.644909723,0.251999159,-2.114689564,good
3114.0,-0.219935249,1.288949244,0.63137566,0.162954652,0.992985316,-0.813277565,0.777577489,bad
3115.0,1.171829745,-3.135742221,-1.320855654,2.381893526,-1.079496598,-0.389709916,-0.445502635,good
3116.0,0.539055893,-3.805667483,2.723953575,1.27112836,0.554292284,2.554438013,-2.047689391,good
3117.0,-4.123507768,-3.188401656,-1.346759332,0.598308799,0.809130968,4.323454029,3.923279611,bad
3118.0,-0.01666724,0.656369672,-0.165532285,0.802994212,-0.072241294,-2.282700856,0.813678164,bad
3119.0,1.261198275,-3.11739706,-1.257282686,0.84837457,-1.17177699,0.452884871,0.58178077,good
3120.0,-0.444543168,-2.575347431,1.475434639,1.779207791,1.535372074,1.415128173,0.55266805,good
3121.0,-0.374514391,1.113480936,-2.194559884,2.726527418,-0.541873663,0.326557078,1.99553046,bad
3122.0,0.073275242,-0.166356756,0.038524116,1.580693131,-0.556596059,-0.730946144,-0.088663441,bad
3123.0,-1.553346238,0.694739637,-0.161778986,3.545424868,-0.105111122,-4.029710309,-0.625875999,good
3124.0,-3.349240694,0.457772157,2.714773474,0.33754146,0.365277813,-1.254673003,-1.845646416,good
3125.0,0.145173941,-1.913805506,-1.428138398,2.099165039,-0.821612772,2.078525039,-0.380388345,bad
3126.0,2.682281127,0.897648848,-1.023634004,2.244069482,-0.301776883,-2.576000009,0.629952465,bad
3127.0,-0.832486555,-0.010199411,-1.136710849,1.848597948,-0.713603806,1.769003806,-2.301153993,bad
3128.0,-2.667137449,-2.424014822,3.665266986,-0.208855461,1.162848742,1.022678472,0.091921632,good
3129.0,-0.640555278,0.399305799,0.449963686,1.66364063,1.477343891,-0.270789883,1.021798877,bad
3130.0,1.421043677,-3.060579865,-1.613467715,1.921095545,0.253383652,-0.407603267,-0.064257729,good
3131.0,1.393823623,0.428643902,-2.062432437,1.032301097,-0.686957246,-0.436844255,-0.490572827,bad
3132.0,-5.056714194,-0.817248882,2.923314232,1.386728455,1.693781497,0.915167684,2.943828562,bad
3133.0,-1.67591132,0.870155619,-3.436341121,0.637723798,-0.617020085,3.398545069,1.094332865,bad
3134.0,-0.231493811,-2.663172054,3.445823059,0.790059602,1.081582383,0.964338833,-1.299867748,good
3135.0,-1.423459306,-2.466326207,3.306634863,2.092306239,2.249222796,1.031582501,0.317187773,good
3136.0,1.680285433,-0.815521174,-0.491036588,-1.630587551,0.933698006,0.11482454,0.58325181,good
3137.0,4.004027128,-0.322303164,-3.32585212,1.682771076,-0.204433181,1.463374798,-0.818700955,good
3138.0,-5.192294815,-0.199310525,0.841395106,0.707506723,2.84266668,-1.012861171,-2.273601407,good
3139.0,-3.132765923,-3.282748338,3.700535806,1.975309458,3.950249581,-0.122513101,-0.533379941,good
3140.0,-1.585450676,0.172775732,0.904119934,-1.779541126,-1.03043053,1.246945445,-4.617026424,good
3141.0,0.703443282,0.058628644,-1.000690556,1.796558513,0.980694347,-1.766927161,1.105737675,good
3142.0,2.251661897,-0.299250566,-3.06256487,1.72335758,-2.278453851,1.162821096,-0.603548753,good
3143.0,-4.084910179,-1.014713666,3.033409091,1.676498138,-0.14170493,-0.337045152,2.131648699,bad
3144.0,-2.248007616,-2.310954553,-0.430174065,1.798926187,-0.690107779,0.448416457,-2.872017555,bad
3145.0,1.53732936,-2.57146226,-1.974852709,1.155408602,3.027438077,-0.77097034,1.449094973,good
3146.0,-3.083350417,0.628634404,0.350292928,-0.157695515,-0.27841973,1.024364989,-0.671464525,good
3147.0,-2.743350012,-1.139140864,0.888225565,-0.393842178,-0.791498116,0.545421345,-2.001538354,bad
3148.0,1.791076823,0.230726241,-0.78268227,3.42861403,0.17808332,-1.697414803,1.658262189,good
3149.0,-0.223909391,-3.138394855,3.980793922,0.365462994,0.710490097,1.741950282,-0.114346995,good
3150.0,0.536446993,-4.944608718,4.392974528,-0.078261211,0.08974542,2.694833056,0.572564128,good
3151.0,-2.451890873,0.479923699,-0.186550918,1.473205478,0.690804719,0.250999907,-0.247542181,good
3152.0,0.853441808,-0.951263728,-4.7285501,-1.131506246,3.582119835,3.301868246,-0.556703085,bad
3153.0,-1.035735992,-1.05156401,-2.121994723,2.219770711,0.523797967,2.306373582,1.489581235,bad
3154.0,-1.426120129,-1.06855557,-2.153527392,0.136551316,0.738103075,1.961176751,-2.75899695,bad
3155.0,-1.099458441,-1.206551747,2.136785837,1.920248842,-1.230805423,-2.158366808,-0.900825856,bad
3156.0,-0.013655423,-1.087966462,-1.956034696,1.99403633,-2.108647791,-0.418796848,-1.570350881,good
3157.0,1.625461266,-1.534990098,-5.016761418,0.309943529,1.110963794,2.913673713,-0.746742282,bad
3158.0,0.536355193,1.633845896,-0.95554666,0.810189297,-0.36600837,-0.840467044,2.442705012,good
3159.0,-2.345911563,-0.103097004,1.150390986,1.628029728,-1.399632034,0.358785703,-2.62072577,bad
3160.0,-1.339886975,-2.49856012,0.710461914,0.376362324,0.590041185,2.692042946,-1.365127445,bad
3161.0,-1.994718821,0.459086213,-1.078757716,0.677493022,0.283108335,0.336912539,-0.813438826,bad
3162.0,-2.80806396,-1.283149863,0.777267228,1.713833293,-0.502566684,1.008791456,0.939702545,bad
3163.0,1.471951677,-0.543596178,-3.706613519,0.456446007,2.417321106,2.136522109,-0.39362185,bad
3164.0,3.927184506,-3.192721652,-2.852995757,6.475084353,0.787669698,-0.907340902,0.724561237,good
3165.0,1.831696408,-1.400383813,-2.13308743,-0.467852536,1.395362241,0.614226653,0.586654871,good
3166.0,-2.152251433,-0.860864094,-0.752832247,0.072131171,-1.098922167,1.349929887,-1.487431453,bad
3167.0,0.732457401,-1.331404733,-1.639145167,1.553624694,0.132915724,1.352320735,-1.037979931,bad
3168.0,-1.184769258,-0.718003588,-0.893006256,2.181660691,1.306560109,-2.674951846,0.408958685,good
3169.0,-3.179952884,-1.644596613,2.72318882,-0.850852438,0.524518229,1.417132305,-0.756864314,good
3170.0,0.003216373,2.264157489,-1.134655762,2.252035365,-1.273472123,-1.636350877,0.874231935,good
3171.0,2.097622928,-3.290629484,-2.174481509,0.619759424,0.308669168,1.107862709,1.193854061,good
3172.0,2.486321803,1.012876216,0.011564614,2.2595738,-2.040434793,-0.946572186,0.127212642,good
3173.0,-0.465842962,-0.517544398,-0.719749535,0.881697702,0.214780422,-0.701366922,1.821120048,bad
3174.0,-1.720685717,1.309049957,0.277338034,1.612229859,1.674737186,-1.294769221,-1.455839994,good
3175.0,2.474217748,-1.652325149,-2.023091956,3.127407667,1.851059017,-1.063566604,0.518813987,good
3176.0,2.768428658,0.730249808,-3.473113971,1.574102314,-1.355363363,1.462394804,-0.208976341,good
3177.0,-2.954896105,4.202643132,-3.468045836,-2.146075341,-1.400878558,1.096127897,-1.679607938,good
3178.0,1.125194675,-1.77412658,-0.046433916,-0.21640012,0.848118378,-0.634874263,1.746986998,good
3179.0,0.814521008,-1.376776671,-0.457899941,2.474659754,0.600720992,0.389628231,-0.014252196,bad
3180.0,1.978804742,-1.668787148,0.160049961,1.923280521,-1.968769791,0.502736842,1.177378852,bad
3181.0,-4.674679526,-0.317119197,1.502373359,-0.422457356,0.66586105,0.476368686,-1.094367441,good
3182.0,-1.244401925,-3.280975289,-2.839928158,0.841739833,-0.644497424,3.787029205,0.701310229,good
3183.0,-0.655557381,-0.069756691,-0.892089569,-0.166351417,-0.002821525,2.463541204,-0.905208948,good
3184.0,-1.798429335,0.536848152,-0.871272937,0.327010326,0.195390915,0.970268562,-3.354846721,good
3185.0,-0.703671021,-0.870704492,0.060564413,1.07055025,-1.846312559,-1.293248073,1.215772084,bad
3186.0,2.277789152,-0.66353718,-0.834341428,2.245548762,2.548064036,-1.842935651,1.818489534,good
3187.0,-2.747330489,-1.093614998,-0.682519393,0.780432745,0.83226379,3.188638335,0.691372124,bad
3188.0,1.809693175,-1.593318536,-0.67214747,2.787662045,2.241677782,-2.10516948,0.54510856,good
3189.0,-2.413639709,-1.173869884,1.334295264,2.011636885,2.290939167,-0.36429993,-1.626572021,good
3190.0,-2.357098406,-0.038761689,1.645947559,-1.269489941,0.444984916,0.72947343,-2.801128268,good
3191.0,-3.455867868,1.324931134,-1.186445338,-0.846702886,0.689681928,0.68201662,-1.453396762,bad
3192.0,1.904316941,1.303973022,-2.608859945,0.979139062,-0.850627433,0.476493605,1.723107676,bad
3193.0,0.053170767,0.091995273,-0.526661359,-0.9193666,-1.425081371,-0.211383357,-0.402743899,good
3194.0,0.026096579,3.010306362,1.712529584,1.754224916,0.468183829,-2.160814453,4.902216626,bad
3195.0,1.673063156,-1.371782688,-1.967652131,0.111735639,1.612901458,-0.118001668,-0.356564039,good
3196.0,-2.156863512,-1.655429484,0.680629957,1.499034768,0.346764852,0.507208319,1.584665032,bad
3197.0,0.068511772,-1.972439511,-0.014677834,-0.372102333,2.473622941,-2.943859767,5.529861296,bad
3198.0,-1.355544196,1.18888116,-2.89509295,-0.384313803,-2.467256063,1.68196175,0.601349722,bad
3199.0,-1.245207658,-0.679527321,1.354300811,0.838466808,0.126174435,0.190773411,-2.200125883,good
3200.0,-1.086595995,1.36031475,1.143306847,2.258588745,1.354276136,-1.300362871,1.985320996,bad
3201.0,-0.854770543,-0.967949043,-0.954626554,0.707906164,-0.145046823,1.798923073,-2.290337606,bad
3202.0,0.412579946,-2.66404476,-3.881718079,2.53518474,-0.854747278,0.09722436,-2.599374036,good
3203.0,-2.190462209,1.900422732,0.260775226,2.595715918,-2.933883057,-3.218398786,-1.400045838,good
3204.0,-5.405693103,-0.055606292,-1.057041176,0.865468934,-0.304585486,1.041008522,-2.235372635,bad
3205.0,-2.417838628,-4.666294626,-0.126116766,1.304831254,-2.195826049,2.877770952,-3.84312533,bad
3206.0,-0.606505459,-2.1968009,-2.89354116,0.272768055,0.132270563,3.182930726,0.087091587,bad
3207.0,-3.010789725,-0.639898416,-2.456270868,-0.728440694,0.553475726,4.755782119,-0.827880576,bad
3208.0,-2.040775186,0.404061766,-2.528924654,0.374761343,3.000332571,2.466241409,-1.267032978,bad
3209.0,-0.46518003,-0.441021199,2.66634754,-3.424639414,6.228487613,-3.118952875,5.201887028,good
3210.0,-1.837120181,-0.029495946,1.403076051,1.582249104,-1.206133615,-1.79449251,3.201419042,bad
3211.0,0.099872652,-1.706255735,-1.505287619,0.9914835,3.309562482,2.14310761,0.957153269,bad
3212.0,0.69877107,-3.183903344,-0.960171707,0.062462647,3.003148355,-0.560868607,3.56533263,good
3213.0,-1.127207323,-0.012233329,-0.888900787,0.077783819,1.001604718,1.694978878,-3.452096304,good
3214.0,-1.896801906,0.150357708,2.424059525,3.029809104,-3.695376343,-0.680822174,-0.485887104,bad
3215.0,1.575849676,-3.005397619,-1.126534128,-0.195179725,3.094803083,-0.377437955,1.704576907,good
3216.0,-3.85297206,-0.542395184,2.895543216,-1.533349773,2.573097312,-0.634605969,-3.135736492,good
3217.0,-1.266491323,-2.316384219,1.76518738,1.853829226,1.843592366,0.676473654,-1.25036695,bad
3218.0,1.152415177,2.445003044,-1.560773329,3.790427031,-0.266642362,-1.537781172,3.582814236,good
3219.0,-1.061163045,-3.356389507,-4.83019184,0.020029289,1.833040764,3.453467719,3.59055577,bad
3220.0,0.732731725,-0.79304866,1.214661861,-0.85216604,-0.197160395,1.618517077,-3.132193701,good
3221.0,-1.464082644,-1.08526294,0.18652151,1.252295225,1.600383669,1.473976677,-1.336576589,good
3222.0,2.344884548,0.704601051,0.152842766,0.990914159,0.828837993,-1.296001827,1.441385597,good
3223.0,-1.941595223,-0.253941447,0.179096774,0.585305555,0.266427133,3.550085296,2.434947598,bad
3224.0,-3.245176568,0.245042231,1.786683989,0.019287779,2.748912715,-0.404510618,-1.73387327,good
3225.0,2.849105469,-0.810499077,-1.769151634,0.863338603,1.332377623,0.049158401,1.185050162,bad
3226.0,0.380306875,0.108876671,0.838371949,0.718480356,1.400364119,-2.327666271,2.411086303,good
3227.0,-2.983325412,0.573440898,0.082280487,0.533181203,2.134812422,-0.656205892,-2.92865794,good
3228.0,-2.837173607,-2.763326529,-1.404539288,1.496063439,0.213663126,3.894982726,2.454228211,bad
3229.0,1.184530819,-1.341687915,-3.321873248,7.561485391,-0.576228823,-2.336227203,-1.559156989,good
3230.0,-0.157915527,0.323806904,-0.893337848,-0.06155364,1.29032277,0.766925266,-5.236625293,good
3231.0,-1.125117458,-0.882901775,0.510035302,3.58259188,1.786843154,0.707680347,1.271455342,good
3232.0,-2.337414685,1.339763868,-4.753825289,1.725398252,-2.961422371,1.746878474,0.648231211,bad
3233.0,-2.73062432,-1.808060427,-4.085385815,0.172564326,-1.579260064,3.380989136,-3.847081054,bad
3234.0,-4.764625229,-1.431214548,0.554838929,1.433735012,0.73011157,2.429639211,1.756848405,bad
3235.0,1.418533482,-1.14670102,-0.050510953,0.454915849,-0.368316304,2.642280012,-1.347701929,good
3236.0,0.130441205,-1.375330097,-0.126782128,0.082598846,1.076072063,-0.669544722,1.41772588,bad
3237.0,-0.553682125,-3.900723508,2.999135979,1.919043877,2.033281757,1.609727498,-0.3529432,good
3238.0,-2.564935252,-1.54168123,1.628078637,0.830584429,1.628192068,-0.573444885,4.072019984,bad
3239.0,0.109009318,0.059472994,-1.978437102,-0.80508056,-3.696736876,1.108279225,-2.742458438,good
3240.0,0.10158397,-0.315758125,-1.972457545,0.584135157,2.133440464,-0.009839605,2.662200873,bad
